GEO.id,GEO.id2,GEO.display-label,total,poverty,per_poverty
1400000US06067008139,6067008139,"Census Tract 81.39, Sacramento County, California",3578,865,24.2
1400000US06067008140,6067008140,"Census Tract 81.40, Sacramento County, California",3018,222,7.4
1400000US06067008141,6067008141,"Census Tract 81.41, Sacramento County, California",6781,1848,27.3
1400000US06067008142,6067008142,"Census Tract 81.42, Sacramento County, California",3668,499,13.6
1400000US06067008143,6067008143,"Census Tract 81.43, Sacramento County, California",3929,495,12.6
1400000US06067008144,6067008144,"Census Tract 81.44, Sacramento County, California",2607,228,8.7
1400000US06067008145,6067008145,"Census Tract 81.45, Sacramento County, California",8091,524,6.5
1400000US06067008203,6067008203,"Census Tract 82.03, Sacramento County, California",4920,998,20.3
1400000US06067008204,6067008204,"Census Tract 82.04, Sacramento County, California",4356,428,9.8
1400000US06067008206,6067008206,"Census Tract 82.06, Sacramento County, California",5865,231,3.9
1400000US06067008207,6067008207,"Census Tract 82.07, Sacramento County, California",4301,308,7.2
1400000US06067008208,6067008208,"Census Tract 82.08, Sacramento County, California",4576,642,14
1400000US06067008209,6067008209,"Census Tract 82.09, Sacramento County, California",4022,241,6
1400000US06067008210,6067008210,"Census Tract 82.10, Sacramento County, California",5834,289,5
1400000US06067008211,6067008211,"Census Tract 82.11, Sacramento County, California",2857,190,6.7
1400000US06067008402,6067008402,"Census Tract 84.02, Sacramento County, California",5423,735,13.6
1400000US06067008403,6067008403,"Census Tract 84.03, Sacramento County, California",5708,249,4.4
1400000US06067008404,6067008404,"Census Tract 84.04, Sacramento County, California",3055,618,20.2
1400000US06067008501,6067008501,"Census Tract 85.01, Sacramento County, California",6437,93,1.4
1400000US06067008504,6067008504,"Census Tract 85.04, Sacramento County, California",4646,183,3.9
1400000US06067008505,6067008505,"Census Tract 85.05, Sacramento County, California",2203,97,4.4
1400000US06067008506,6067008506,"Census Tract 85.06, Sacramento County, California",2712,227,8.4
1400000US06067008507,6067008507,"Census Tract 85.07, Sacramento County, California",3841,78,2
1400000US06067008508,6067008508,"Census Tract 85.08, Sacramento County, California",7509,149,2
1400000US06067008509,6067008509,"Census Tract 85.09, Sacramento County, California",4784,88,1.8
1400000US06067008510,6067008510,"Census Tract 85.10, Sacramento County, California",4737,107,2.3
1400000US06067008512,6067008512,"Census Tract 85.12, Sacramento County, California",4383,43,1
1400000US06067008513,6067008513,"Census Tract 85.13, Sacramento County, California",3378,49,1.5
1400000US06067008600,6067008600,"Census Tract 86, Sacramento County, California",6805,194,2.9
1400000US06067008702,6067008702,"Census Tract 87.02, Sacramento County, California",2680,26,1
1400000US06067008703,6067008703,"Census Tract 87.03, Sacramento County, California",5064,321,6.3
1400000US06067008704,6067008704,"Census Tract 87.04, Sacramento County, California",3825,360,9.4
1400000US06067008705,6067008705,"Census Tract 87.05, Sacramento County, California",6563,486,7.4
1400000US06067008801,6067008801,"Census Tract 88.01, Sacramento County, California",4205,760,18.1
1400000US06067008905,6067008905,"Census Tract 89.05, Sacramento County, California",4612,574,12.4
1400000US06067008907,6067008907,"Census Tract 89.07, Sacramento County, California",5303,1281,24.2
1400000US06067008908,6067008908,"Census Tract 89.08, Sacramento County, California",5233,696,13.3
1400000US06067008909,6067008909,"Census Tract 89.09, Sacramento County, California",2438,713,29.2
1400000US06067008910,6067008910,"Census Tract 89.10, Sacramento County, California",3472,605,17.4
1400000US06067008911,6067008911,"Census Tract 89.11, Sacramento County, California",2296,798,34.8
1400000US06067008912,6067008912,"Census Tract 89.12, Sacramento County, California",2970,346,11.6
1400000US06067008913,6067008913,"Census Tract 89.13, Sacramento County, California",4331,730,16.9
1400000US06067009004,6067009004,"Census Tract 90.04, Sacramento County, California",3527,476,13.5
1400000US06067009005,6067009005,"Census Tract 90.05, Sacramento County, California",3336,745,22.3
1400000US06067009006,6067009006,"Census Tract 90.06, Sacramento County, California",5295,1134,21.4
1400000US06067009007,6067009007,"Census Tract 90.07, Sacramento County, California",2940,731,24.9
1400000US06067009008,6067009008,"Census Tract 90.08, Sacramento County, California",5015,1373,27.4
1400000US06067009010,6067009010,"Census Tract 90.10, Sacramento County, California",4966,397,8
1400000US06067009011,6067009011,"Census Tract 90.11, Sacramento County, California",4003,212,5.3
1400000US06067009103,6067009103,"Census Tract 91.03, Sacramento County, California",2897,280,9.7
1400000US06067009105,6067009105,"Census Tract 91.05, Sacramento County, California",2409,638,26.5
1400000US06067009106,6067009106,"Census Tract 91.06, Sacramento County, California",4039,822,20.4
1400000US06067009107,6067009107,"Census Tract 91.07, Sacramento County, California",3108,257,8.3
1400000US06067009108,6067009108,"Census Tract 91.08, Sacramento County, California",3801,443,11.7
1400000US06067009109,6067009109,"Census Tract 91.09, Sacramento County, California",5053,795,15.7
1400000US06067009110,6067009110,"Census Tract 91.10, Sacramento County, California",1681,852,50.7
1400000US06067009111,6067009111,"Census Tract 91.11, Sacramento County, California",5507,602,10.9
1400000US06067009112,6067009112,"Census Tract 91.12, Sacramento County, California",3806,699,18.4
1400000US06067009201,6067009201,"Census Tract 92.01, Sacramento County, California",3535,653,18.5
1400000US06067009307,6067009307,"Census Tract 93.07, Sacramento County, California",5316,604,11.4
1400000US06067009308,6067009308,"Census Tract 93.08, Sacramento County, California",6109,755,12.4
1400000US06067009309,6067009309,"Census Tract 93.09, Sacramento County, California",2407,201,8.4
1400000US06067009310,6067009310,"Census Tract 93.10, Sacramento County, California",7482,628,8.4
1400000US06067009311,6067009311,"Census Tract 93.11, Sacramento County, California",6765,1034,15.3
1400000US06067009312,6067009312,"Census Tract 93.12, Sacramento County, California",6587,767,11.6
1400000US06067009314,6067009314,"Census Tract 93.14, Sacramento County, California",5996,1057,17.6
1400000US06067009316,6067009316,"Census Tract 93.16, Sacramento County, California",4760,830,17.4
1400000US06067009317,6067009317,"Census Tract 93.17, Sacramento County, California",6501,958,14.7
1400000US06067009318,6067009318,"Census Tract 93.18, Sacramento County, California",2458,346,14.1
1400000US06067009319,6067009319,"Census Tract 93.19, Sacramento County, California",5297,1158,21.9
1400000US06067009320,6067009320,"Census Tract 93.20, Sacramento County, California",4850,1151,23.7
1400000US06067009321,6067009321,"Census Tract 93.21, Sacramento County, California",5897,794,13.5
1400000US06067009322,6067009322,"Census Tract 93.22, Sacramento County, California",13850,2049,14.8
1400000US06067009323,6067009323,"Census Tract 93.23, Sacramento County, California",5428,214,3.9
1400000US06067009324,6067009324,"Census Tract 93.24, Sacramento County, California",2844,89,3.1
1400000US06067009325,6067009325,"Census Tract 93.25, Sacramento County, California",980,76,7.8
1400000US06067009326,6067009326,"Census Tract 93.26, Sacramento County, California",5011,322,6.4
1400000US06067009328,6067009328,"Census Tract 93.28, Sacramento County, California",4995,344,6.9
1400000US06067009329,6067009329,"Census Tract 93.29, Sacramento County, California",2238,387,17.3
1400000US06067009330,6067009330,"Census Tract 93.30, Sacramento County, California",3904,249,6.4
1400000US06067009331,6067009331,"Census Tract 93.31, Sacramento County, California",7476,550,7.4
1400000US06067009332,6067009332,"Census Tract 93.32, Sacramento County, California",1251,174,13.9
1400000US06067009403,6067009403,"Census Tract 94.03, Sacramento County, California",1960,115,5.9
1400000US06067009404,6067009404,"Census Tract 94.04, Sacramento County, California",5282,655,12.4
1400000US06067009406,6067009406,"Census Tract 94.06, Sacramento County, California",2394,115,4.8
1400000US06067009407,6067009407,"Census Tract 94.07, Sacramento County, California",9994,1348,13.5
1400000US06067009408,6067009408,"Census Tract 94.08, Sacramento County, California",1754,177,10.1
1400000US06067009501,6067009501,"Census Tract 95.01, Sacramento County, California",2740,855,31.2
1400000US06067009502,6067009502,"Census Tract 95.02, Sacramento County, California",7939,1371,17.3
1400000US06067009503,6067009503,"Census Tract 95.03, Sacramento County, California",3109,702,22.6
1400000US06067009504,6067009504,"Census Tract 95.04, Sacramento County, California",2304,570,24.7
1400000US06067009601,6067009601,"Census Tract 96.01, Sacramento County, California",6478,1590,24.5
1400000US06067009606,6067009606,"Census Tract 96.06, Sacramento County, California",7129,2145,30.1
1400000US06067009608,6067009608,"Census Tract 96.08, Sacramento County, California",7990,1986,24.9
1400000US06067009609,6067009609,"Census Tract 96.09, Sacramento County, California",5235,694,13.3
1400000US06067009610,6067009610,"Census Tract 96.10, Sacramento County, California",6225,1253,20.1
1400000US06067009611,6067009611,"Census Tract 96.11, Sacramento County, California",3325,348,10.5
1400000US06067009612,6067009612,"Census Tract 96.12, Sacramento County, California",5120,493,9.6
1400000US06067009614,6067009614,"Census Tract 96.14, Sacramento County, California",7517,1382,18.4
1400000US06067009615,6067009615,"Census Tract 96.15, Sacramento County, California",7865,732,9.3
1400000US06067009616,6067009616,"Census Tract 96.16, Sacramento County, California",5796,384,6.6
1400000US06067009617,6067009617,"Census Tract 96.17, Sacramento County, California",3656,176,4.8
1400000US06067009618,6067009618,"Census Tract 96.18, Sacramento County, California",4880,571,11.7
1400000US06067009619,6067009619,"Census Tract 96.19, Sacramento County, California",8136,808,9.9
1400000US06067009622,6067009622,"Census Tract 96.22, Sacramento County, California",7499,210,2.8
1400000US06067009630,6067009630,"Census Tract 96.30, Sacramento County, California",10524,1016,9.7
1400000US06067009632,6067009632,"Census Tract 96.32, Sacramento County, California",7314,710,9.7
1400000US06067009633,6067009633,"Census Tract 96.33, Sacramento County, California",3535,758,21.4
1400000US06067009634,6067009634,"Census Tract 96.34, Sacramento County, California",4656,1482,31.8
1400000US06067009635,6067009635,"Census Tract 96.35, Sacramento County, California",6299,626,9.9
1400000US06067009636,6067009636,"Census Tract 96.36, Sacramento County, California",8171,1007,12.3
1400000US06067009637,6067009637,"Census Tract 96.37, Sacramento County, California",6513,217,3.3
1400000US06067009638,6067009638,"Census Tract 96.38, Sacramento County, California",6141,490,8
1400000US06067009639,6067009639,"Census Tract 96.39, Sacramento County, California",3844,734,19.1
1400000US06067009800,6067009800,"Census Tract 98, Sacramento County, California",1662,411,24.7
1400000US06067009900,6067009900,"Census Tract 99, Sacramento County, California",4303,582,13.5
1400000US06067988300,6067988300,"Census Tract 9883, Sacramento County, California",28,0,0
